iter	Passed	Remaining
0	1	72
1	5	130
2	6	107
3	8	95
4	9	89
5	11	85
6	16	100
7	18	95
8	20	91
9	21	87
10	24	85
11	30	95
12	31	90
13	33	85
14	35	83
15	36	78
16	38	74
17	40	71
18	41	67
19	42	63
20	45	63
21	47	60
22	48	56
23	49	53
24	51	51
25	53	49
26	54	46
27	56	44
28	57	41
29	58	39
30	60	36
31	64	36
32	65	33
33	66	31
34	68	29
35	69	27
36	72	25
37	73	23
38	75	21
39	76	19
40	77	17
41	78	14
42	82	13
43	84	11
44	85	9
45	87	7
46	88	5
47	89	3
48	91	1
49	92	0
